Step,full_blending_py_nn_x_lp_50w,full_blending_py01_nn_xy2_lp_50w,full_blending_py0_nn_xy12_lp_50w,full_blending_p_nn_xy_lp_50w,full_blending_full_nn_none_lp_50w,full_blending_p_nn_xy_lp_50w_ppo
249,0.947873008,0.945675027,0.950780993,0.952200914,0.692997266,0.8736111
250,0.946949514,0.943709243,0.949807912,0.95147159,0.693319974,0.872658633
251,0.946098978,0.947044391,0.950218446,0.953568442,0.692163297,0.87238367
252,0.947851447,0.944636408,0.949461934,0.952228713,0.696816079,0.873057772
253,0.948131357,0.945394232,0.946910195,0.953580626,0.693519456,0.873932235
254,0.945725891,0.950338161,0.946332508,0.95288245,0.694342573,0.87325503
255,0.944533433,0.950447463,0.948489823,0.955139819,0.696814147,0.873358521
256,0.94405436,0.953508713,0.948498891,0.954917195,0.697342136,0.874081899
257,0.944313534,0.953922018,0.954256113,0.952067261,0.699332528,0.873520194
258,0.945218133,0.950538611,0.950499063,0.950715056,0.700577877,0.873255667
259,0.947608758,0.950149157,0.951313405,0.947679856,0.700826867,0.873156822
260,0.946882801,0.947893679,0.955173575,0.949652483,0.695487566,0.873161762
261,0.948935677,0.946592945,0.954781412,0.951465225,0.694537511,0.873384741
262,0.947743057,0.946347616,0.952788039,0.948778673,0.695159017,0.871700669
263,0.94282135,0.948707605,0.952090589,0.949838018,0.696942077,0.872438724
264,0.941286967,0.950615122,0.951271085,0.947724919,0.697869536,0.873797012
265,0.944472161,0.948893771,0.951846372,0.947759311,0.697033577,0.873500595
266,0.945061511,0.948237011,0.955672003,0.949089409,0.698687131,0.873472
267,0.943225768,0.950653529,0.951541346,0.95210082,0.699261533,0.873317368
268,0.946382746,0.948097421,0.948616166,0.954288148,0.701223276,0.873510574
269,0.947136583,0.950044743,0.944704674,0.954338656,0.699870716,0.874778599
270,0.945049416,0.952270556,0.947489711,0.951936137,0.699388492,0.876032836
271,0.945016067,0.954047017,0.949546213,0.952015478,0.699447443,0.875697703
272,0.948061868,0.95430728,0.951312531,0.944399327,0.700656766,0.876268028
273,0.948383475,0.953775179,0.953932929,0.946179375,0.704186802,0.875312466
274,0.947700349,0.953951451,0.951288114,0.946814807,0.702765265,0.875006026
275,0.946665327,0.94961539,0.94923664,0.949598959,0.700701085,0.875734015
276,0.945955778,0.951637234,0.948925473,0.953049909,0.701119792,0.875297888
277,0.947987827,0.95037636,0.947407468,0.952074347,0.703540003,0.876579103
278,0.944959091,0.946630505,0.944521985,0.953977037,0.703865106,0.876903442
279,0.945828282,0.945962276,0.948231576,0.950327751,0.701199178,0.87681228
280,0.947983761,0.947868324,0.947852023,0.947943032,0.702990382,0.876117644
281,0.946128014,0.949327937,0.947640105,0.946485852,0.701351071,0.876129126
282,0.943503553,0.945900248,0.948729502,0.947045224,0.702500038,0.876466031
283,0.947688174,0.945322595,0.949717326,0.948858036,0.701879948,0.875594908
284,0.94981989,0.948560915,0.949820272,0.953598059,0.698828928,0.875657097
285,0.94958546,0.949719666,0.951244089,0.956216381,0.699206466,0.875335437
286,0.950830052,0.950607836,0.953276264,0.953232556,0.703120974,0.875593277
287,0.951253672,0.947385638,0.951164165,0.952334166,0.702436271,0.875620475
288,0.947644974,0.946196251,0.952549482,0.948296745,0.701613159,0.874884746
289,0.948496304,0.946371364,0.949616971,0.948000215,0.702921833,0.874653283
290,0.949579174,0.945490253,0.949892631,0.949973154,0.701664311,0.875793059
291,0.950466575,0.951077028,0.952308811,0.953247162,0.705000883,0.875845604
292,0.947924453,0.951519894,0.952555383,0.950972338,0.707076925,0.876455808
293,0.946589736,0.945834645,0.956432385,0.949468061,0.706831592,0.878190542
294,0.942597345,0.947572944,0.953783801,0.953320126,0.707032438,0.877876707
295,0.943967203,0.947402931,0.952104383,0.951430367,0.704428229,0.876817421
296,0.944345218,0.944772256,0.949984383,0.950559882,0.706001872,0.876928233
297,0.946956783,0.94447973,0.945510132,0.948008881,0.703663626,0.876194452
298,0.946593784,0.945671271,0.946796945,0.94904364,0.70578915,0.876872117
299,0.946015482,0.946242659,0.94929017,0.951245392,0.706112718,0.877381574
300,0.940294029,0.947840388,0.948086936,0.953464507,0.706126454,0.87607025
301,0.94276666,0.946199554,0.94853908,0.953710735,0.708184433,0.875698998
302,0.942827539,0.94581505,0.948188204,0.953855317,0.708384551,0.875888794
303,0.946157559,0.949716696,0.944817885,0.955609112,0.707580346,0.875494094
304,0.946304073,0.951101985,0.945774463,0.949893523,0.706885329,0.876148268
305,0.94633714,0.950957153,0.94849946,0.949471758,0.706333313,0.877287818
306,0.945382626,0.951290688,0.949520848,0.951284882,0.706635558,0.876936358
307,0.941843811,0.950238117,0.950271924,0.952050981,0.707159053,0.876970787
308,0.946059131,0.945000071,0.949188799,0.951534174,0.707444155,0.87602516
309,0.946932707,0.944889376,0.949147379,0.95047995,0.706094386,0.875610002
310,0.947040879,0.949893979,0.950026648,0.95198012,0.705211,0.875955336
311,0.945728869,0.949629633,0.947392722,0.950768978,0.705995844,0.875970222
312,0.944575958,0.948450244,0.946962419,0.951704802,0.704770144,0.875461421
313,0.94506038,0.946569708,0.951312269,0.951490471,0.702167021,0.875430812
314,0.949626231,0.948948741,0.951566978,0.951172502,0.705459092,0.874281842
315,0.946881882,0.949513625,0.949154482,0.950886545,0.704063655,0.872819272
316,0.950983594,0.949135762,0.951159268,0.953102306,0.70434128,0.873542673
317,0.950070702,0.949582926,0.951243988,0.951716102,0.702353008,0.873931005
318,0.94787236,0.948044785,0.951271998,0.951281088,0.700729842,0.875056785
319,0.949809925,0.947678665,0.952013077,0.949835064,0.702108183,0.874786666
320,0.946576693,0.950001723,0.949566886,0.951860126,0.701376715,0.87539915
321,0.946277789,0.949757109,0.949131971,0.949625026,0.704080759,0.876337023
322,0.946602394,0.946574461,0.949552421,0.949787763,0.702015665,0.876356464
323,0.948226578,0.949721671,0.947185719,0.94918747,0.704652093,0.876234903
324,0.948423937,0.949140451,0.952546735,0.948084348,0.706389154,0.877923527
325,0.95015718,0.945730771,0.951778866,0.948116982,0.706095607,0.878655147
326,0.94618309,0.946912325,0.953263781,0.947354948,0.706546485,0.877464807
327,0.946119826,0.946021286,0.951690711,0.94941124,0.707570118,0.878526559
328,0.946181183,0.945294403,0.9482252,0.951217186,0.706134675,0.877977448
329,0.945726397,0.946398939,0.949681072,0.953820563,0.705705657,0.878354271
330,0.946519964,0.946147067,0.950954538,0.953047113,0.709048599,0.877832332
331,0.944876236,0.951752262,0.951483048,0.951605972,0.705623531,0.877124439
332,0.945228348,0.948968494,0.952855651,0.951807943,0.709501658,0.877199327
333,0.948974091,0.949783635,0.954582139,0.953147183,0.70827125,0.877918802
334,0.950560295,0.947079213,0.950792964,0.952608979,0.708812066,0.876390368
335,0.952074132,0.948247412,0.949610782,0.951513998,0.707237363,0.877301267
336,0.949348293,0.952191416,0.947182157,0.949503058,0.71129076,0.878055008
337,0.94532276,0.949351443,0.945944411,0.950963378,0.714108982,0.876619365
338,0.947131981,0.949606357,0.949159151,0.948540898,0.713223035,0.876842218
339,0.947631771,0.951682301,0.951404297,0.949325057,0.714923284,0.875585099
340,0.947119106,0.949823487,0.949031027,0.953103016,0.713077266,0.875336666
341,0.947198235,0.950131163,0.951684841,0.954167655,0.713984615,0.875553893
342,0.946182737,0.949203699,0.949238716,0.954413756,0.714845492,0.875024144
343,0.948696504,0.950023624,0.948166701,0.95383524,0.71428,0.874112393
344,0.949233092,0.947479827,0.948005391,0.953032108,0.712678754,0.874248083
345,0.948901329,0.949990833,0.948157467,0.951557306,0.714182113,0.873710783
346,0.949794508,0.954747781,0.950860136,0.951504521,0.712887026,0.873340104
347,0.945731425,0.952363006,0.951961067,0.951822901,0.711545957,0.873969973
348,0.9509583,0.952171264,0.953739267,0.950842974,0.710521848,0.874666856
349,0.948608835,0.952376053,0.952471266,0.946678298,0.711851297,0.874859354
350,0.944086792,0.954427397,0.952849277,0.948339353,0.70916804,0.874755445
351,0.944948585,0.955119512,0.951847355,0.94918455,0.711169995,0.875128646
352,0.944082784,0.952385774,0.952331409,0.948516897,0.711962574,0.875165769
353,0.945149765,0.94984166,0.953778599,0.949773515,0.715121221,0.875040044
354,0.944440047,0.952074578,0.950401422,0.948350777,0.716006805,0.875437953
355,0.946052914,0.950659915,0.951233966,0.949663653,0.713386577,0.87540112
356,0.948009391,0.951658597,0.950955538,0.951718195,0.710976173,0.875738623
357,0.951956811,0.949826425,0.948809937,0.950243558,0.708799379,0.874375041
358,0.953473803,0.947593557,0.952511124,0.951185456,0.710900528,0.873173904
359,0.952739239,0.944870653,0.951634898,0.949444883,0.710381369,0.873896688
360,0.954206685,0.949237836,0.950520585,0.955025039,0.710904304,0.874335479
361,0.951212933,0.952178277,0.949724862,0.954096826,0.713081535,0.874554002
362,0.955758717,0.951673622,0.95213549,0.950894706,0.714090042,0.875459758
363,0.953188723,0.947193711,0.951284413,0.953324425,0.716289935,0.875673728
364,0.953601216,0.94941913,0.952739113,0.95437146,0.715404611,0.875443502
365,0.947889656,0.949374614,0.952779296,0.955685997,0.71425715,0.876687062
366,0.947745883,0.951903493,0.954248898,0.953556416,0.714570501,0.876698199
367,0.946699823,0.952889852,0.948102922,0.950456922,0.713393987,0.877545138
368,0.949668463,0.952281042,0.948682248,0.953224799,0.713907863,0.878088228
369,0.952583048,0.954396524,0.95125135,0.950405774,0.71335947,0.877816317
370,0.950135263,0.953999403,0.948276081,0.948672386,0.714113813,0.878212101
371,0.946755953,0.952534748,0.951899754,0.945152838,0.716237108,0.878442595
372,0.944873415,0.953147749,0.950740478,0.947253366,0.71589685,0.877585035
373,0.94230994,0.95484207,0.952092952,0.948951799,0.713284594,0.878961972
374,0.946036261,0.950578799,0.949376779,0.950903658,0.713556858,0.880267487
375,0.94424086,0.947864477,0.952800413,0.951361219,0.715034041,0.879099643
376,0.947874467,0.948002486,0.94978393,0.950610958,0.717364132,0.879038407
377,0.948598037,0.947949095,0.947697522,0.949262979,0.715716355,0.878776112
378,0.949947153,0.949959945,0.951523222,0.949683152,0.713974287,0.878847948
379,0.949960482,0.950544142,0.953044859,0.951758492,0.716642989,0.879520671
380,0.947906963,0.949419105,0.95312736,0.95141431,0.715889114,0.879069923
381,0.946171759,0.945693466,0.956737504,0.950056289,0.714645997,0.878664361
382,0.946551452,0.948737895,0.955657999,0.947739417,0.717420372,0.878537189
383,0.951150252,0.949227546,0.952390499,0.948258469,0.714407441,0.877367693
384,0.95218254,0.948773478,0.950987276,0.948784914,0.714384144,0.876558223
385,0.949128353,0.951932443,0.947138797,0.950589085,0.713048722,0.876994069
386,0.948245173,0.948688112,0.951201777,0.949064439,0.715682994,0.876193952
387,0.949970868,0.949596172,0.954443261,0.947875376,0.713142548,0.877966457
388,0.951432232,0.954664658,0.954814543,0.949572181,0.712364906,0.878745573
389,0.950719932,0.955630083,0.95355672,0.949073396,0.711264456,0.877489687
390,0.952184017,0.950745452,0.952373667,0.947595109,0.711922624,0.877577742
391,0.947426799,0.954566677,0.952988113,0.951075403,0.713025647,0.877633352
392,0.946328299,0.950458421,0.953192421,0.950865471,0.712713971,0.87737188
393,0.944996571,0.951214203,0.950831591,0.949383063,0.712809892,0.877979614
394,0.949002082,0.948235972,0.949907957,0.949216627,0.714808416,0.877596454
395,0.9463128,0.950210941,0.952229843,0.948161771,0.715419642,0.877556907
396,0.951505245,0.949941615,0.952012294,0.948472191,0.716930791,0.877960016
397,0.948494052,0.950545547,0.946777922,0.950289918,0.716540892,0.876283091
398,0.945717262,0.950187553,0.950242979,0.947053716,0.717285153,0.875766413
399,0.943962244,0.951672874,0.950800226,0.94965701,0.71770368,0.876344741
400,0.944873987,0.948821958,0.951336545,0.950664704,0.717584991,0.876123866
401,0.945486319,0.949141544,0.95285,0.948309122,0.716637262,0.875688309
402,0.946363707,0.949146183,0.955115054,0.945868746,0.718769653,0.876968777
403,0.94650397,0.947448553,0.952497534,0.949600733,0.721023667,0.876224719
404,0.947939471,0.948180797,0.949227774,0.952129415,0.718191077,0.876107374
405,0.944677696,0.947456638,0.95018664,0.953830861,0.719712099,0.876811335
406,0.949163642,0.945679252,0.947811281,0.950331591,0.716613759,0.877304347
407,0.949073013,0.944287465,0.945819948,0.950025757,0.715086559,0.878206372
408,0.945494861,0.94603097,0.944905577,0.950149431,0.714780657,0.877823323
409,0.944883436,0.948692018,0.949040745,0.951187301,0.714144008,0.87816601
410,0.946790112,0.947271137,0.95172934,0.949903942,0.715876994,0.878411327
411,0.948398864,0.949889927,0.950689573,0.947430632,0.716309682,0.878535225
412,0.947741216,0.951246571,0.948771316,0.946697025,0.716925777,0.878562102
413,0.948275286,0.952457455,0.950596634,0.946934551,0.717083003,0.878456567
414,0.951143318,0.953499988,0.951856719,0.945068479,0.714429749,0.878523844
415,0.949476227,0.952624307,0.949660123,0.945792105,0.715157117,0.877547293
416,0.946683035,0.952035106,0.952651318,0.948708552,0.715721737,0.87719991
417,0.945902899,0.953978708,0.951341356,0.948649612,0.715576047,0.876451667
418,0.947463361,0.955621968,0.949808475,0.94749628,0.718063425,0.876467399
419,0.945685771,0.953170489,0.952800268,0.950870484,0.716798084,0.876804156
420,0.946475845,0.951369753,0.950133007,0.951731929,0.71905534,0.876459474
421,0.948424112,0.947384751,0.95185438,0.948071097,0.719526107,0.875907356
422,0.951006228,0.950329349,0.950291397,0.94533406,0.718103849,0.875323837
423,0.952586137,0.950634349,0.945759594,0.946585963,0.717587312,0.875299262
424,0.950211031,0.950448744,0.948212517,0.946861685,0.71808835,0.875621146
425,0.950997133,0.9477916,0.95216362,0.946888303,0.716996262,0.875150378
426,0.951072814,0.949398423,0.952172462,0.949056023,0.718046089,0.874410616
427,0.94788364,0.95022192,0.952306753,0.948193149,0.715468595,0.874654055
428,0.947628294,0.95049745,0.949999232,0.946476369,0.714082555,0.874559227
429,0.948050406,0.945532648,0.948310876,0.947675805,0.71216625,0.873778315
430,0.946829413,0.948254764,0.949818714,0.947998048,0.716185978,0.873013467
431,0.949426697,0.948394201,0.949050857,0.948307048,0.718186578,0.873502893
432,0.94625188,0.947419189,0.949374604,0.951935998,0.719603161,0.873087935
433,0.950551973,0.949634405,0.944300036,0.953844724,0.719181912,0.872763365
434,0.950946463,0.950012088,0.949177067,0.949996276,0.718330072,0.872448002
435,0.948698145,0.950842558,0.949047903,0.949178809,0.718147407,0.872686635
436,0.946891922,0.949353977,0.949121187,0.948232264,0.716773908,0.872946705
437,0.950239196,0.95055736,0.94860629,0.949017591,0.715752103,0.873625527
438,0.945552839,0.951136332,0.949987502,0.949019269,0.714698086,0.873259598
439,0.940952084,0.950693612,0.948164427,0.948936806,0.716307741,0.872492438
440,0.941136189,0.952902705,0.949392677,0.949025777,0.717295171,0.872955217
441,0.941973724,0.952031824,0.949266577,0.949323483,0.721495153,0.872664574
442,0.945326461,0.951993508,0.948749719,0.953554993,0.719705114,0.873249057
443,0.945801697,0.949274553,0.950646074,0.95410698,0.717822281,0.873510674
444,0.947542492,0.949958012,0.950921919,0.952556074,0.717487714,0.872821707
445,0.947637651,0.950329283,0.949464235,0.951259065,0.718758232,0.872601517
446,0.944856912,0.947564169,0.951012265,0.94935947,0.716159659,0.874389736
447,0.944534187,0.950095161,0.951121191,0.949353865,0.712059378,0.873597736
448,0.94935616,0.948097301,0.951748834,0.947872044,0.715121377,0.874082227
449,0.951859073,0.950017383,0.951581154,0.950878761,0.717364368,0.874532926
450,0.948632885,0.951452019,0.949401306,0.947664072,0.72127423,0.874745172
451,0.948962035,0.949859326,0.95160291,0.949392481,0.718495994,0.87634407
452,0.946284803,0.945052055,0.952937789,0.948035648,0.719834427,0.876293793
453,0.945099075,0.947039131,0.948157408,0.948649657,0.724157463,0.876615702
454,0.946563265,0.948513738,0.950093379,0.948155971,0.721636291,0.877480725
455,0.94843083,0.94970926,0.950728674,0.94973723,0.722883428,0.877976793
456,0.951726512,0.949233907,0.950223591,0.950616864,0.721958004,0.875725284
457,0.950915599,0.954111804,0.948758606,0.948438307,0.719890745,0.87654619
458,0.949496558,0.950586157,0.949522524,0.948852793,0.72158538,0.876663341
459,0.953753462,0.949259354,0.949059059,0.949119281,0.717415314,0.877820107
460,0.951503092,0.947485794,0.948210526,0.948077637,0.714487464,0.877892205
461,0.953965753,0.950559807,0.947036517,0.948843191,0.713983148,0.876656839
462,0.951014359,0.953394918,0.945042794,0.949266409,0.714247847,0.876899261
463,0.951150903,0.953025937,0.946101292,0.9485837,0.715775416,0.877391876
464,0.947631423,0.952974094,0.948778785,0.950979226,0.717461268,0.877447515
465,0.949815475,0.951503059,0.950724483,0.950733066,0.716545126,0.877457222
466,0.950884082,0.952107071,0.95071906,0.948469351,0.716468664,0.878487336
467,0.949566952,0.953203723,0.950206163,0.947449993,0.7221596,0.87824352
468,0.950165252,0.951310308,0.950302398,0.945285679,0.721783241,0.877722071
469,0.949172011,0.948531457,0.951388469,0.944518648,0.716384358,0.877484919
470,0.944644084,0.946016221,0.951895521,0.948379829,0.718823927,0.877993896
471,0.946257104,0.946532531,0.954170539,0.947637845,0.720297782,0.877352507
472,0.948914271,0.94990128,0.952410753,0.950773571,0.717158821,0.876925455
473,0.949296834,0.953512825,0.952329056,0.951306546,0.714166118,0.877060169
474,0.947580183,0.954042785,0.952169099,0.948021854,0.717929551,0.876511279
475,0.946000798,0.952621229,0.951719842,0.945752106,0.718356201,0.876214843
476,0.947827656,0.955417719,0.953044181,0.951259409,0.717019114,0.876681944
477,0.948498361,0.952980777,0.949327695,0.952110504,0.718522223,0.876632132
478,0.948877595,0.951465289,0.952444419,0.95045662,0.719770346,0.877846264
479,0.948940355,0.947888324,0.953455438,0.956074778,0.718975346,0.877325844
480,0.950168711,0.944740518,0.949384709,0.955444941,0.720163794,0.877779786
481,0.94856947,0.948138603,0.951110242,0.950844781,0.723228268,0.879141211
482,0.947482497,0.948217414,0.951127151,0.948785908,0.722105557,0.879517457
483,0.947891357,0.950037263,0.952935268,0.949914006,0.720247826,0.878551775
484,0.949666372,0.94902365,0.954470127,0.950735878,0.718926678,0.879764593
485,0.949654702,0.948878891,0.952737779,0.95021809,0.72019857,0.880139798
486,0.950846756,0.94768184,0.954196681,0.948665995,0.719333558,0.8803692
487,0.949509841,0.950633217,0.954649339,0.950761378,0.719786955,0.878712206
488,0.948985819,0.950348848,0.954669253,0.951906246,0.716393851,0.877781957
489,0.951425699,0.951768453,0.952350741,0.951778526,0.716872271,0.877985342
490,0.950383097,0.95158615,0.94937625,0.951804621,0.720532758,0.878036833
491,0.95012505,0.948773777,0.950211717,0.946276031,0.717118513,0.876918067
492,0.949856451,0.948481008,0.948646151,0.949228202,0.717005871,0.876703075
493,0.949246091,0.946816658,0.951449594,0.953048721,0.719823641,0.876614988
494,0.95144316,0.951530844,0.955102239,0.949756284,0.716516693,0.876127175
495,0.94793208,0.953262398,0.955489838,0.952314503,0.716533533,0.876144312
496,0.949841993,0.953030316,0.952870282,0.951409035,0.715535521,0.87638716
497,0.950219815,0.951806012,0.954102541,0.953127903,0.71835543,0.877146439
498,0.948746299,0.949856286,0.955194776,0.954801581,0.717577091,0.876352531
499,0.950634321,0.948945588,0.952954786,0.956969582,0.714238243,0.875721392
